"4099 Avenida Laís
Américo de Campos - GO
20279-929",1.3,Barras,10:00 PM,56.595.014/1424-84,BR,Chinese,2025-04-18 16:36:54.621,Novaes S.A. Restaurante,7921,09:00 AM,(37) 5676-4372,350,bbd4255b-4c05-1ae5-0767-9e88caa12d56
"s/n Rodovia Patricia
Ministro Andreazza - PB
73517-970",0.9,Onda Verde,06:00 PM,23.907.126/7752-89,BR,American,2025-04-18 16:36:54.642,"Viana, Neves e Simão Restaurante",1140,10:00 AM,(28) 5912-1405,351,6f179658-2fb8-6560-a7b5-8dceb4e3c2cf
"3139 Rua Luiz Pedroso
Carmo - SP
95348-490",3.2,Laranja da Terra,08:00 PM,40.004.966/0956-60,BR,French,2025-04-18 16:36:54.663,Costa-Sais Restaurante,6747,11:00 AM,(74) 2161-5847,352,5042d8b2-d866-741c-4c3e-d7ae9bc233e8
"s/n Travessa Felipe
Sombrio - RO
73233-355",0.6,Indaiatuba,08:00 PM,71.741.583/6287-64,BR,Italian,2025-04-18 16:36:54.684,Sais-Banheira Restaurante,8182,10:00 AM,(41) 3249-4050,353,e7322f7f-c9b0-d066-9a17-f1157018adc9
"4526 Avenida João Felipe
Divino - AM
37536-114",1.6,Alto Paraná,11:00 PM,54.046.038/4402-57,BR,American,2025-04-18 16:36:54.707,Soares-Ramalho Restaurante,816,11:00 AM,(28) 2964-9384,354,19c92e6c-31e5-3637-0848-1345e51bdb80
"63195 Viela Maria Valentina Beltrão
Boquim - PI
93768-912",0.5,Teixeira Soares,10:00 PM,38.221.200/6048-83,BR,Italian,2025-04-18 16:36:54.730,Vasques-Barbosa Restaurante,782,08:00 AM,(32) 2619-9436,355,b76d0b2a-c019-8ffc-abc9-d7bc98510d8e
"s/n Alameda Bento Tavares
Pedra Mole - AP
24568-195",4.3,Vista Alegre do Prata,08:00 PM,14.883.170/8808-28,BR,French,2025-04-18 16:36:54.752,"Pimenta, Godins e Paiva Restaurante",1265,10:00 AM,(15) 2663-5310,356,c85b10e6-83b6-6879-3737-42705720071a
"84521 Viela Kléber
Água Nova - DF
29532-589",1.6,Buri,06:00 PM,35.899.571/3165-09,BR,Chinese,2025-04-18 16:36:54.774,"Saraiva, Tavares e Veloso Restaurante",1237,10:00 AM,(32) 5987-6374,357,ecb11518-1ff8-ecc5-7d14-65d31e9bee5f
"s/n Ponte Theo
Guaporema - DF
99510-401",3.9,Uniflor,08:00 PM,67.562.735/3411-41,BR,Chinese,2025-04-18 16:36:54.797,"da Rosa, da Mota e da Barranca Restaurante",4759,08:00 AM,(37) 4663-3760,358,1c7f9190-a2e9-9497-e3c9-5c7d00f80633
"s/n Viela Pedro Barreira
Areial - CE
02570-086",2.1,Sumé,10:00 PM,15.880.774/0333-11,BR,French,2025-04-18 16:36:54.823,Sais-Amoreira Restaurante,8096,08:00 AM,(63) 2047-0165,359,4b156e3e-b426-c67d-cc02-bbf2377be2ab
"5853 Viela Maria Sophia
Macambira - AP
49808-269",0.0,Ibirapitanga,06:00 PM,00.343.275/8044-17,BR,American,2025-04-18 16:36:54.847,Sanches-Resende Restaurante,9221,08:00 AM,(54) 2437-9439,360,b01bfa39-45c9-bdd0-eed3-d43003779cb1
"5835 Avenida Enzo Thiago Ambrósio
Caçador - PE
89741-182",1.3,São João de Iracema,11:00 PM,74.809.185/4911-34,BR,American,2025-04-18 16:36:54.871,"Moniz, Banheira e Pinto Restaurante",7000,10:00 AM,(55) 4991-6774,361,764f9619-b81e-0e35-96e2-c7d94f518179
"s/n Marginal Alice Casqueira
Iaciara - SE
58002-052",0.7,Rolândia,11:00 PM,36.091.199/7574-24,BR,American,2025-04-18 16:36:54.895,"Siqueira, da Madureira e Franco Restaurante",9167,11:00 AM,(31) 2017-3659,362,e86cfb27-9d04-766c-10b6-f065f4693e6f
"5659 Avenida Helena
Brasília de Minas - SE
93993-471",3.2,Itapagipe,10:00 PM,84.853.971/1370-97,BR,French,2025-04-18 16:36:54.918,da Gama Comércio Restaurante,5564,11:00 AM,(55) 3184-4225,363,1c18818f-dfa3-8132-9e87-8ddbf79aa8ed
"1744 Rua Kaique
Capão Alto - BA
48315-616",4.8,Silves,10:00 PM,31.348.050/5656-95,BR,Indian,2025-04-18 16:36:54.940,Marques e Associados Restaurante,4070,11:00 AM,(51) 5834-2554,364,3a07e397-4d01-5a29-f0b6-fb435a812ede
"8369 Marginal Sarah Veles
Guajará - MS
98224-049",1.1,São Miguel do Aleixo,10:00 PM,85.704.266/9047-34,BR,Indian,2025-04-18 16:36:54.964,Bittencourt-Geraldes Restaurante,5318,08:00 AM,(73) 3192-6931,365,3407ff78-c7db-bdac-9789-689337c1ed48
"4477 Travessa Dalila Martins
Itaverava - PE
16158-385",2.9,Potirendaba,08:00 PM,44.973.510/4103-40,BR,Japanese,2025-04-18 16:36:54.988,da Nóbrega Comércio Restaurante,513,10:00 AM,(11) 5643-0095,366,c5636271-9c54-1975-5ae6-05278557dce1
"s/n Rua Pérola
Estrela d'Oeste - RR
61929-104",3.7,Matias Cardoso,11:00 PM,70.778.819/6193-06,BR,Japanese,2025-04-18 16:36:55.011,Batista S.A. Restaurante,2264,09:00 AM,(34) 4093-6894,367,78017d9e-480c-9d60-acde-ba7f0e9274eb
"319 Ponte Isis
Tunápolis - RN
27394-261",1.5,Taquari,11:00 PM,61.331.686/2159-68,BR,Japanese,2025-04-18 16:36:55.033,"Carvalheira, Peres e Marques Restaurante",7070,08:00 AM,(28) 5351-9621,368,82234c26-10c9-5042-372e-e136235f5d62
"82529 Rodovia Lucca Teles
Itariri - RO
07200-698",4.3,Sud Mennucci,11:00 PM,70.623.688/9075-36,BR,Mexican,2025-04-18 16:36:55.057,Gonçalves-Leiria Restaurante,8707,11:00 AM,(27) 3809-5178,369,55c2e1bc-7f98-ac90-4cfc-841ba2da3010
"5606 Travessa João Gabriel Santana
Coronel José Dias - PE
84193-094",3.5,Jacarezinho,11:00 PM,86.376.913/1559-53,BR,Japanese,2025-04-18 16:36:55.085,de Assunção e Associados Restaurante,5723,08:00 AM,(77) 4822-7791,370,93b2e004-bca6-aee9-1587-1449607f7dfc
"838 Rodovia Ian de Lara
Floresta - MG
50346-197",2.2,Santo Afonso,08:00 PM,98.935.199/0699-22,BR,Chinese,2025-04-18 16:36:55.110,Casqueira LTDA Restaurante,3993,09:00 AM,(12) 3614-8313,371,83f3bdb8-2b23-1802-1260-a2725b103d49
"81012 Rua Hélio Modesto
Campo Azul - AL
45719-722",4.5,Igaporã,11:00 PM,00.828.208/4767-91,BR,American,2025-04-18 16:36:55.135,Fernandes LTDA Restaurante,6943,08:00 AM,(37) 5975-6911,372,448acae3-3589-d2a1-5e5a-0bfc5daf7a01
"56960 Marginal Yago
Barra - TO
19896-054",1.2,Igaratinga,06:00 PM,14.506.702/5512-96,BR,French,2025-04-18 16:36:55.159,"Arriaga, da Rocha e Espinheira Restaurante",8841,11:00 AM,(69) 5569-7495,373,64f3a910-d96f-57b9-f2bb-5803b1f84f70
"s/n Avenida Clarice
Joaquim Pires - CE
15255-838",4.0,Vitorino Freire,11:00 PM,98.998.096/7509-01,BR,Indian,2025-04-18 16:36:55.184,"Castanheira, Ximenes e Aguiar Restaurante",740,08:00 AM,(81) 5048-0601,374,f62a9e10-d3bb-c976-0ca7-b5e4cc56e870
"00206 Rua Alícia
Cabaceiras - PR
11846-971",3.5,Goiatuba,06:00 PM,92.907.940/1192-93,BR,Chinese,2025-04-18 16:36:55.215,Pereira LTDA Restaurante,9210,09:00 AM,(28) 5561-9842,375,8f951056-7d90-5202-cf1b-9666be5e68d5
"21340 Marginal Isis
Campo Largo do Piauí - AM
49296-952",1.5,Ubatã,11:00 PM,39.931.130/2176-64,BR,Italian,2025-04-18 16:36:55.242,Corrêa Comércio Restaurante,4862,10:00 AM,(48) 5715-6791,376,05893000-76b6-d767-ed46-3a5f0493d61a
"2917 Rua Mércia Soeira
Bocaina de Minas - MT
22450-098",4.1,Turvelândia,06:00 PM,99.959.058/9755-59,BR,Indian,2025-04-18 16:36:55.269,Henriques EIRELI Restaurante,2191,08:00 AM,(54) 4590-1286,377,aa74a5f5-255f-df9e-b545-149a43834fa2
"s/n Marginal Emanuel
Baldim - RN
96903-151",0.6,Setubinha,11:00 PM,29.786.146/2009-59,BR,American,2025-04-18 16:36:55.293,da Penha Comércio Restaurante,9917,08:00 AM,(22) 4919-3895,378,2ae32acb-d76d-f0ce-3275-101068d6e466
"36512 Ponte Esther
Igarapé do Meio - CE
87242-371",4.0,Varjota,08:00 PM,84.925.646/7854-65,BR,French,2025-04-18 16:36:55.317,Martim LTDA Restaurante,2783,08:00 AM,(75) 2781-8641,379,b5ffa791-332d-e822-2b24-8b8f86d3d0d9
"46998 Rodovia Ayla
Martinópole - MA
79304-231",2.7,Bastos,08:00 PM,05.888.917/1046-03,BR,Chinese,2025-04-18 16:36:55.340,Gonçalves-Diegues Restaurante,5146,08:00 AM,(71) 5814-2648,380,4617c8d3-1839-5d6d-7a43-8df5dbbd481d
"4156 Ponte Raul Paiva
Marabá Paulista - AL
18722-906",2.9,Quixeré,06:00 PM,09.630.408/2476-92,BR,American,2025-04-18 16:36:55.364,Barreto-Silveira Restaurante,4873,11:00 AM,(28) 4509-8896,381,32c934b9-111d-2e6e-09b5-94ce7f4470de
"s/n Rua Deneval
Franco da Rocha - PR
63942-706",3.6,Urandi,10:00 PM,87.660.803/8532-95,BR,Indian,2025-04-18 16:36:55.388,"Hermingues, Godinho e Gomide Restaurante",4588,08:00 AM,(54) 3209-2385,382,5edee8b7-fa31-bd79-ef50-dc0414c59550
"154 Ponte Fábio Braga
Angical - RJ
39195-071",0.5,Salto do Jacuí,11:00 PM,57.004.817/2278-95,BR,Chinese,2025-04-18 16:36:55.412,Siqueira Comércio Restaurante,2437,10:00 AM,(75) 2824-9708,383,dab547fb-4f7f-56ef-866b-036e3ac8fe31
"s/n Marginal Isadora do Prado
Jacobina do Piauí - PE
24384-794",3.1,Surubim,08:00 PM,66.048.838/3589-98,BR,American,2025-04-18 16:36:55.436,Arriaga LTDA Restaurante,13,10:00 AM,(22) 2979-1912,384,a1ed3197-962a-0c02-75e0-ffcda4480911
"35700 Alameda Núbia
Sete Quedas - MT
89729-487",4.9,Victor Graeff,08:00 PM,84.358.959/4360-12,BR,American,2025-04-18 16:36:55.461,da Fonseca-Taveira Restaurante,300,11:00 AM,(79) 2817-0192,385,23d9ae12-6c3c-9e8b-7d2e-a4e757383460
"1103 Ponte Gúbio
Santa Leopoldina - PA
97764-951",2.3,Capela,11:00 PM,27.977.290/7463-77,BR,Japanese,2025-04-18 16:36:55.489,Caseira Comércio Restaurante,527,09:00 AM,(61) 4571-8293,386,cadd487f-beac-5add-9368-cc21e37c80d8
"9570 Marginal Enzo Thiago
Feliz Natal - GO
53299-868",4.5,Turuçu,08:00 PM,83.463.294/1208-98,BR,American,2025-04-18 16:36:55.514,"Galvão, Corrêa e Domingues Restaurante",6615,08:00 AM,(99) 2759-9265,387,a54e61a3-b0f7-c191-3709-af66dd4af9f3
"5366 Rua Luiz Otávio
Silveiras - AM
07329-163",4.9,Chapadão do Sul,11:00 PM,13.390.491/0236-78,BR,American,2025-04-18 16:36:55.539,Campos EIRELI Restaurante,2221,08:00 AM,(22) 5355-0040,388,9938d880-8209-de6e-fd00-5904346954b8
"218 Rodovia César Garcez
Rosana - RO
72125-866",4.2,Ribeirão Branco,08:00 PM,58.008.077/8036-60,BR,French,2025-04-18 16:36:55.563,Castro Comércio Restaurante,6202,10:00 AM,(51) 4895-4641,389,5e465184-b676-a910-47a0-03c8d721ddcd
"3033 Avenida Maria Clara
Arneiroz - AM
17137-261",0.9,Jundiá,10:00 PM,05.321.642/8504-50,BR,Indian,2025-04-18 16:36:55.588,"Dorneles, Goulart e Quaresma Restaurante",8425,09:00 AM,(55) 3882-0721,390,a68819ff-73a2-80dc-45a8-0f508100a6ee
"8135 Ponte Luiz Miguel Gonçalves
Marechal Deodoro - RO
01064-054",2.4,Mutunópolis,08:00 PM,95.153.536/5676-74,BR,French,2025-04-18 16:36:55.614,Soeira-Meireles Restaurante,9722,10:00 AM,(32) 4905-1236,391,595293f6-1736-740c-5337-55fe4ccfc42d
"230 Marginal Allana
Timbaúba - GO
42175-624",5.0,Jaicós,08:00 PM,17.882.846/8382-25,BR,Mexican,2025-04-18 16:36:55.640,Marins e Associados Restaurante,5974,08:00 AM,(33) 4457-1299,392,fa3545da-e33e-9d04-13d0-b7f8180e06eb
"05922 Rodovia Lara
Itiruçu - PE
92910-742",3.8,Ritápolis,06:00 PM,63.986.878/3611-46,BR,Mexican,2025-04-18 16:36:55.666,Muniz-da Silveira Restaurante,9894,11:00 AM,(51) 3995-5796,393,c783e8de-232b-5239-4e9f-158eda643833
"98462 Alameda André
Júlio Mesquita - SC
38672-016",2.6,São João da Boa Vista,08:00 PM,19.017.180/3670-35,BR,Italian,2025-04-18 16:36:55.692,Ferreira-Castanho Restaurante,8101,08:00 AM,(51) 2320-1854,394,2ee916a6-46d0-a432-fe90-35fa09c1df83
"s/n Travessa Núbia Melo
Aguanil - RR
40012-548",0.2,Soledade,06:00 PM,55.272.630/6306-23,BR,Italian,2025-04-18 16:36:55.722,Simões EIRELI Restaurante,5198,11:00 AM,(21) 2349-7281,395,1792768b-4d2c-9d25-7002-6694c26fe396
"543 Ponte Ricardo
Lajes Pintadas - PI
69743-221",3.5,Ituberá,08:00 PM,71.716.582/1439-94,BR,Chinese,2025-04-18 16:36:55.749,"Arantes, Nogueira e Paiva Restaurante",1533,08:00 AM,(66) 5552-1867,396,96a21c21-40c3-5361-4e5e-7104c0b8d6b9
"76041 Viela Alessandra Rameira
Solidão - RO
33827-404",0.7,Francisco Sá,10:00 PM,80.162.062/3099-54,BR,French,2025-04-18 16:36:55.781,Costa-Nogueira Restaurante,4380,10:00 AM,(83) 2485-2257,397,c5366f45-f0f9-6373-d229-8852218ab74e
"92947 Avenida Pedro Miguel
Teotônio Vilela - SP
60158-507",2.3,Faria Lemos,11:00 PM,27.109.675/7405-08,BR,Indian,2025-04-18 16:36:55.814,Cabreira-Roriz Restaurante,7921,11:00 AM,(77) 2040-9638,398,52b3eece-a087-7add-5c18-e617851fdde9
"57303 Rua Isis Siqueira
Turvolândia - SC
10724-074",2.7,Cotiporã,11:00 PM,25.978.943/2116-69,BR,French,2025-04-18 16:36:55.840,Ribeira-da Rosa Restaurante,6612,08:00 AM,(98) 4778-9181,399,53118354-4a83-49ab-6a09-949c02a93f0e
"s/n Rua Pedro Tobias
Santana do Matos - PE
29732-878",2.3,Buritama,06:00 PM,40.033.166/0179-52,BR,Japanese,2025-04-18 16:36:55.866,Pinheira-Pinheira Restaurante,6324,09:00 AM,(27) 2029-6022,400,4fdbc724-d8ed-4ae3-90b2-92f70862a9f7
"396 Travessa Luiz Gustavo
Fernandes Tourinho - RO
20105-453",0.5,Derrubadas,06:00 PM,88.970.834/9300-39,BR,Italian,2025-04-18 16:36:55.893,Ferraço e Associados Restaurante,1646,10:00 AM,(37) 2081-8144,401,5da49c89-2eb3-85e8-fdf8-f522563892bb
"8675 Rua Suélen Sanches
Januário Cicco - SE
11837-267",3.1,Bom Despacho,08:00 PM,07.779.348/0424-70,BR,Italian,2025-04-18 16:36:55.920,"Cardoso, Viveiros e Filgueira Restaurante",9422,08:00 AM,(55) 5495-0643,402,fc8a92be-2f9f-8eec-686c-8c81c5f36cab
"1835 Travessa Carlos Eduardo
Novo Tiradentes - PA
70689-476",1.7,São José de Princesa,06:00 PM,57.884.071/6064-85,BR,Chinese,2025-04-18 16:36:55.946,Corte-Matoso Restaurante,771,08:00 AM,(41) 5126-1172,403,14819543-587b-55d6-5475-8e78c4754272
"630 Viela Maria
Ressaquinha - PA
70720-277",3.3,Bernardo Sayão,11:00 PM,00.490.065/8598-19,BR,Chinese,2025-04-18 16:36:55.972,Banheira S.A. Restaurante,467,08:00 AM,(77) 4109-1526,404,1708bdc6-50f7-d859-ea45-7e45a07d3c87
"20297 Rodovia Bento
Campestre de Goiás - PE
27029-781",2.8,Tucano,06:00 PM,59.440.830/1241-63,BR,American,2025-04-18 16:36:55.998,"Albuquerque, Rolim e Carneiro Restaurante",3787,11:00 AM,(37) 4222-7397,405,a6c957b9-0557-513e-2ac1-2be07e70d117
"s/n Rodovia Pérola
Pinheiral - MA
22475-859",0.7,Pauini,11:00 PM,42.905.521/2993-77,BR,Chinese,2025-04-18 16:36:56.030,Espinheira Comércio Restaurante,7584,11:00 AM,(34) 5832-2267,406,da3bea8c-e142-1645-990a-44464ee7bfee
"s/n Marginal Clara Siqueiro
Itaóca - AC
51347-603",1.4,Joaíma,11:00 PM,77.430.569/6072-76,BR,Indian,2025-04-18 16:36:56.057,"Ornelas, Martim e da Cunha Restaurante",479,09:00 AM,(22) 2382-1475,407,5232c13e-54f9-178b-d237-337d2a461b89
"94165 Viela Antonella
Barra do Guarita - MT
85447-344",1.3,Teotônio Vilela,10:00 PM,39.620.048/5338-75,BR,Mexican,2025-04-18 16:36:56.084,Ramires-Rocha Restaurante,5919,10:00 AM,(51) 4034-1813,408,c6673878-7a86-ef24-1d3c-522d5a20e4fa
"4147 Travessa Erick
Codajás - AM
73734-101",3.0,Valentim Gentil,11:00 PM,39.031.604/3949-14,BR,Indian,2025-04-18 16:36:56.110,"Barata, Rolim e Carvalheira Restaurante",9180,11:00 AM,(51) 3539-5436,409,56c14419-f6b6-2414-be82-80302af98781
"44631 Ponte Isadora
Venda Nova do Imigrante - BA
63402-128",3.1,Icaraí de Minas,08:00 PM,34.081.783/0573-75,BR,Mexican,2025-04-18 16:36:56.136,Rêgo LTDA Restaurante,6563,09:00 AM,(77) 4445-6981,410,d7ebcbd8-c582-1c47-8382-ee4723d9c884
"42507 Marginal Raul
Ribeirão Grande - SC
48629-039",3.3,Cachoeira,10:00 PM,65.853.292/8202-12,BR,Mexican,2025-04-18 16:36:56.162,Ferraço-Santana Restaurante,7007,09:00 AM,(33) 3318-7984,411,bdbf2241-d9ca-e8f9-ce24-21d2da9970ee
"09188 Avenida Bernardo
Bom Jardim da Serra - PA
73134-206",1.9,Rio Maria,10:00 PM,00.717.554/3146-74,BR,American,2025-04-18 16:36:56.190,Castro-Alves Restaurante,6765,11:00 AM,(82) 5810-5346,412,003d28f6-10b8-fac7-ac50-c78a762b39d1
